codigoProduto;descricaoProduto;unidadeProduto;NCMProduto
52543;SARDINHA GOMES D.COSTA SA.LIMAO LT.125G/84GR.;UN;16041310  
64630;CHOC.TORTUGUITA BRIGADEIRO 15,5GR;UN;18069000  
51935;AMAC.PARA ROUPAS MON BIJOU MAGIA 2LT.;UN;38099190  
65049;SABAO YPE GLICERINADO NEUTRO ORIGINAL 900GR;UN;34011900  
52463;AZEITONAS PRETAS DIZA FATIADA SACHE 100GR;UN;20057000  
64631;AZEITE HOJIBLANCA EXTRA VIRGEM VD.500ML;UN;15093000  
53454;BALA CANDY TOY TURBO HELICE CATAVENTO 22GR;UN;95030099  
65054;CADERNO PAUTA BRANCA NEW 200 X 275MM-300FLS;UN;48202000  
52680;LIMPADOR MR.MUSCULO LEMB.DE INFANCIA 500ML;UN;34022000  
64635;BATATA PALHA FUGINI TRADICIONAL 100GR;UN;20052000  
51937;COTOVELO LR 3/4 VIRGILI REF.307033;UN;73072200  
65061;LAVA ROUPAS HIGEO LIQ.COCONUT 1LT;UN;34025000  
52467;PEDIDO C/COPIA SAO DOMINGOS 1/36;UN;48209000  
64640;BISC.MARILAN MAIZENA 350GR;UN;19053100  
53473;ALPISTE KININO 500GR;UN;10083090  
65070;CR.DENTAL SENSODYNE PRO-ESMALTE 50GR;UN;33061000  
52687;FORMA PARA PIZZA ARARY 1,7L-N.35;UN;76151000  
64645;CR.P/PENTEAR SEDA JUNTINHOS CRESPOS ENC.300ML;UN;33059000  
52001;CHA DR.OETKER ABACAXI & HORTELA CX.10GR.;UN;21069090  
65082;MAC.STA AMALIA C/OVOS PARAFUSINHO 500GR;UN;19021100  
52472;SARDINHA G. DA COSTA PICANTE LATA 125GR;UN;16041310  
64647;LEITE FERMENTADO VIGOR 800GR;UN;04039000  
53475;DES.NIVEA AERO DRY COMFORT 150ML;UN;33072010  
65083;SUCO PRONTO CAMPO LARGO UVA 1.35L;UN;20097100  
52688;OLEO DE COCO K-LIFE KININO REFINADO VD.250ML;UN;15131900  
64655;ESPUMANTE SALTON PROSECO BRANCO BR.VD.750ML;UN;22041090  
52006;CIGARRO CHESTERFIELD REMIX BOX 20UN.;UN;24022000  
65111;CERVEJA BRAHMA DUPLO MALTE LATA 310ML;UN;22030000  
52487;TIGELA NADIR FIG.COM TAMPA COPO AM.350ML;UN;70134900  
64658;VINHO CASILLERO DEL DIABLO CABERNET SV.VD.750ML;UN;22042100  
53479;SHAMPOO DOVE OLEO-MICELAR 200ML;UN;33051000  
65113;MASSA PARA PIZZA BABY MASSA LEVE 350GR;UN;19023000  
52716;SAB.NIVEA PROTEINAS DO LEITE 85GR;UN;34011190  
64662;CHINELO IPANEMA OASIS FEM RF.26571;UN;64022000  
52007;GARRAFA TERM.SOPRANO BPA FREE AZUL 1LT.;UN;96170010  
65114;ARROZ DO VALE TIPO 1 2KG;UN;10063011  
52489;ESPONJA BANHO CONDOR BOM BANHO UN.;UN;96162000  
64670;CALDO PICANHA SAZON 32.5GR;UN;21041011  
53481;OLEO DE GIRASSOL SOYA 900ML;UN;15152910  
65130;KIT 4 PECAS JAGUAR QUADRADO 690ML REF.6737MO;UN;39249000  
52721;RACAO QUALIDY PREMIUM DOG AD.CARNE 1KG.;UN;23099010  
64672;BEBIDA LACTEA LIQ LECO VITAMINA 800GR;UN;22029900  
52079;PINO VIRGILI CH.ADAPT. 2P+ T DANEVA RE.108258;UN;85369010  
65133;BACIA TRITEC COM TAMPA 1,2L REF.3354;UN;39249000  
52493;VASSOURA CONDOR USO EXTERNO V-52 CCCK;UN;96039000  
64680;BEB.CABARE ICE SAB.FRUTAS VERM.VD.275ML;UN;22089000  
53482;BISC.MARILAN MARIA 400GR;UN;19053100  
65134;CONJ.INJETEMP FILTRO JULIANA P/ CAFE REF.10.86.99;UN;39241000  
52723;BOMBOM OURO BRANCO 20GR/UN.;UN;17049010  
64688;LIMP.VEJA MULTIUSO EXPL.PERFUME CEREJA 500ML;UN;34022000  
52088;CALDO MAGGI CARNE 114GR;UN;21041011  
65139;CAIXA DE ISOPOR PLACTERM 17LT;UN;39231090  
52496;ERVILHA OLE VIDRO 120GR;UN;20054000  
64698;ACHOCOLATADO TODDY SNICKERS 350GR;UN;18069000  
53484;TAMPA P/ PIA E TANQUE DE E.V.A VIRGILI REF.308267;UN;39174090  
65141;PROCESSADOR DE ALIMENTOS ORIGINAL LINE 500ML;UN;82100090  
52725;SH.PALMOLIVE OLEO DE ARGAN 350ML;UN;33051000  
64713;AMENDOIM DOCE COM GERGELIM  BIRO-BIRO POTE 125GR;UN;20081100  
52108;COLHERES PLAST.SOBREMESA RIO FESTA 50UN.;UN;39241000  
65169;COPO DESC.KEROCOPO 180ML/100UN;UN;39241000  
52522;SUCO DEL VALLE  UVA SEM AD. DE ACUCAR LATA 290ML;UN;22021000  
64737;GARRAFA TERM.TERMOLAR VERSATILE VER.1LT COD.57256;UN;96170010  
53494;NAFTALINA LEVE BRISA 25GR;UN;29029020  
65171;CHOC.TRENTO BITES BRANCO DARK 120GR;UN;19053200  
52742;TEMPERO BAIANO JIMBELE 15GR;UN;21039021  
64739;SUCO EM PO AMA VITA MORANGO 35GR;UN;21069010  
52113;SHAMPOO MONANGE HIDRATACAO INTENSIVA 350ML;UN;33051000  
65176;BATATA PALITO LAMB WESTON 2KG;UN;20041000  
52526;ARROZ CAMIL INTEGRAL 1KG.;UN;10063029  
64749;MOLHO TRAD.PREDILECTA SACHE 300GR;UN;21032010  
53498;BEB.VINHO SALTON CLASSIC CABERNET SECO 750ML;UN;22042100  
65185;BEB.CABARE ICE SAB.TANGERINA VD.275ML;UN;22089000  
52747;BATATA PURA ORIGINAL 50GR;UN;20052000  
64756;SALG.TORCIDA SAB.PASTEL DE CARNE 70GR;UN;19059090  
52128;CREME DENTAL ORAL-B KIDS MICKEY 50GR;UN;33061000  
65194;BROCOLIS SEARA CONG.300GR;UN;07108000  
52532;ESCORREDOR MAC.ALUM.LUZ NOBRE UN.;UN;76151000  
64759;CABIDE PLASMARC C/3 UND;UN;39249000  
53723;CERVEJA IMPERIO PURO MALTE LATA 473ML;UN;22030000  
65197;MAC.STA AMALIA SP.GRANO DURO PENNE RIG.9 500GR;UN;19021100  
52754;LUSTRA MOVEIS PEROBA FLORES DO CAMPO 200ML;UN;34052000  
64763;ESPONJA MULTIUSO ALIKIN  4UN;UN;68053090  
52130;BISC.MARILAN MAIZENA 400GR;UN;19053100  
65199;BISC.WAFER MONTEVERGINE TUB-IN TRUFAS 48GR;UN;19053200  
52534;PA DE LIXO JULIANA CABO LONGO METAL;UN;73239900  
64765;BISC.NESTLE NEGRESCO RECH.BAUNILHA 100GR;UN;19053100  
53735;FACA PEIXEIRA PRETA SIMONAGGIO 8 CHURRASCO;UN;82119210  
65205;MOLHO SALSARETTI TRAD.SACHE 300GR;UN;21032010  
52772;REFRIG.COCA-COLA PLUS CAFE ESPRESSO LATA 220ML;UN;22021000  
64767;DESINFETANTE  HARPIC CLORO FORTE 200ML;UN;38089419  
52293;BOLO SANTA EDWIGES MESCLADO 200GR;UN;19059090  
65217;SUCO EM PO AMA VITA MARACUJA 35GR;UN;21069010  
52538;SORVETE JUNDIA AZULOKO 50GR;UN;21050010  
64777;PROTETOR SOLAR BANANA BOAT ULTRA DEF.FPS 30 236ML;UN;33041000  
53737;MAXMALLOWS  DOCILE MORANGO RECHEADO 50GR;UN;17049020  
65220;SUCO EM PO AMA VITA PESSEGO 35GR;UN;21069010  
52790;BISCOITO MABEL COCO 400GR;UN;19053100  
64789;SUCO NECTAR MAGUARY MACA CX.1LT;UN;22029900  
52386;CR.HIDR.SKALA AMIDO DE MILHO 1KG.;UN;33059000  
65226;IOG.VIGOR LIQ.VITAMINA 170GR;UN;04032000  
52695;AROMA DE BAUNILHA CEPERA 30ML;UN;33021000  
64796;COUVE PICADA UN;UN;07052900  
53754;SAB.LUX GLIC.BOTANICALS LIRIO AZUL 85GR;UN;34011190  
65228;ACHOC.EM PO MUKY SACHE 400GR;UN;18069000  
52793;PASTA POLIBRAS MINI SOFT FUME 20X185X250MM.;UN;42021210  
64805;LENCOS UMED.FIESTA WIPES ROSA BD.450UN;UN;34011190  
52395;COND.PALMOLIVE KIDS NEUTRO 350ML;UN;33059000  
65232;DOCE PUSH POP TRAD.FR.DO BOSQUE 15GR;UN;17049090  
52708;ABS.SEMPRE LIVRE ESP.SUAVE COM ABAS 8UN;UN;96190000  
64814;SUCO DE MARACUJA MAGUARY 200ML;UN;22021000  
53756;FILTRO P/ EXAUSTOR PERFEITO UND.;UN;56031390  
65244;LEITE CONDENSADO MOCA SEMI DESNATADO CX.340GR;UN;04029900  
52795;COND.SEDA BABOSA + OLEOS 325ML;UN;33059000  
64815;SUCO NECTAR MAGUARY CAJU CX.1LT;UN;22029900  
52425;ESC.D.CONDOR LILICA RIP.BAM.3 MAC.5+ANOS.;UN;96032100  
65254;FIO DENTAL ORAL-B SATIN FLOSS 25MT;UN;33062000  
52713;FRALDA PAMPERS TOTAL CONFORT SEC M-24UN.;UN;96190000  
64817;SUCO MAGUARY TANGERINA 1L;UN;22029000  
53760;GELATINA DR.OETKER ZERO AC.ABACAXI  12GR;UN;21069029  
65259;SABAO YPE GLICERINADO COCO E TOQ.DE AVEIA 180GR;UN;34011900  
52820;SH.CLEAR DETOX DIARIO 200ML;UN;33051000  
64822;CANECA AVULSA SANTANA 601-330ML;UN;39241000  
52426;NESCAFE DOLCE GUSTO LATTE MACCHIATO CX.194GR;UN;09012100  
65268;BEBIDA LACTEA DANONE YOPRO MORANGO PR.250ML;UN;22029900  
52722;BATATA PURA FRITA LISA 140GR;UN;20052000  
64856;POTE ORGANIZADOR JAGUAR FLORES REF.4207 970ML;UN;39249000  
53771;OLEO DE MILHO SOYA 900ML;UN;15152910  
65271;ADOCANTE TAL E QUAL DIET TRAD.60GR;UN;21069090  
53063;CHOC.GAROTO AERO BARRA 101GR;UN;18063210  
64864;CHOC.TALENTO CASTANHAS-DO-PARA 85GR;UN;18063210  
52432;GOMA TRIDENT BLUEBERRY 30,6G/18UN;UN;21069050  
65277;SOBR.LAC.DANONE DANETTE CR.DE AVELA BDJ.180GR;UN;04032000  
52731;PIMENTA DO REINO BRANCA MOIDA KININO 30G;UN;09041200  
64870;SUCO EM PO BRASSUK LIMAO SICILIANO 20GR;UN;21069010  
53777;VELA CANDLE JUNCO NR 7-UN.;UN;34060000  
65282;LAVA ROUPAS BRILHANTE LIQ.HIGIENE TOTAL SACHE 900M;UN;34025000  
53068;GRAO DE BICO FUGINI SACHE 180GR;UN;20059900  
64884;CHINELO HAVAIANAS SLIM ROMANCE BEGE PALH.VERMELHO;UN;64022000  
52437;CHA MATTE LEAO LIMAO CX.40GR;UN;09030090  
65296;BATATA BIRO BIRO SUPER ONDA TRAD.500GR;UN;20052000  
52759;PIMENTA SIRIA TEMP.ESP.KININO 20GR;UN;09041200  
64885;CHINELO HAVAIANAS H.HYBRID AZUL INDIGO 41/42;UN;64022000  
53802;FITA CREPE NORTON 48MM X 50M-UN.;UN;48114110  
65346;VINHO CASILLERO DEL DIABLO CARMENERE VD.750ML;UN;22042100  
53074;PANELA DE PRESSAO CLOCK ORIGINAL 7LTS.;UN;76151000  
64888;MANTEIGA SABOR DA NATA PRIM.COM SAL 200GR;UN;04051000  
52445;AROMA BAUNILHA DR.OETKER 30ML;UN;33021000  
65358;BOLO DE COCO MARILAN 200GR;UN;19052090  
52761;SABONETE PROTEX OMEGA 3 85GR;UN;34011190  
64891;IOGURTE VIGOR NATURAL VIV 150GR;UN;04032000  
53821;CIGARRO KENT  BLUE KRE HL BRA MACO 20UN.;UN;24022000  
65365;PETIT VIGORZINHO MORANGO 320GR;UN;04061090  
53086;CHOCOLATE TRENTO MASSIMO PACOCA 30GR;UN;19053200  
64897;LOCAO HIDR.SKALA LAVANDA 400ML;UN;33072090  
52450;EMPANADO SEARA TEKITOS CX.300GR;UN;16023230  
65366;ESPONJA DE BANHO DELICATA DUPLA FACE 1UN;UN;39249000  
52797;ACHOC.EM PO STA.AMALIA GENEO SACHE 300GR;UN;18069000  
64901;ACHOC.EM PO JOAO & MARIA SACHE 370GR;UN;18069000  
53833;COND.TURMA DA XUXINHA CAB.CACHEADOS 210ML;UN;33059000  
65370;LEITE COND.LAVAQUITA SEMIDESNATADO CX.395GR;UN;04029900  
53087;BALA GEL. MINHOCA CITRICAS DOCILE 80GR;UN;17049020  
64905;ACHOC.PRONTO JOAO & MARIA CX.200ML;UN;22029900  
52469;CR.P/PENTEAR ELSEVE REP.TOTAL 250ML;UN;33059000  
65372;LAVA ROUPAS CONC.TIXAN YPE PRIMAVERA CX.400GR;UN;34025000  
52809;"FACA ""7"" CARBONO SIMONAGGIO UN.";UN;82119210  
64909;LIMP.CIF TIRA LIMO COM CLORO SPRAY 500ML;UN;38089419  
53849;TIRA MANCHAS OMO ROUPAS BRANCAS S/ CLORO 750ML;UN;34022000  
65379;MAC.LAMEN PREDILECTA GALINHA PRA JA 74,3GR;UN;19023000  
53088;LEITE FERM.DANONE ACTIVIA PROB.FR./HIB.100GR;UN;04039000  
64911;DES.REXONA ROLL-ON MEN ANTIB.FRESH 50ML;UN;33072010  
52478;ADOCANTE DIET LINEA SUCRALOSE 25ML;UN;21069090  
65388;CIGARRO KENT RED BLEND KRE BRA BOX 20UN;UN;24022000  
53053;DOCE BIRO BIRO COCO E MARACUJA VD.650GR;UN;19019020  
64920;BEBIDA LACTEA LIQ LECO VITAMINA 170GR;UN;22029900  
53868;BALA MAST.CORY LILITH ORIG.M.VERDE 150GR;UN;17049020  
65389;FRALDA NANNY BABY M 90UN;UN;96190000  
53092;CANECA TRITEC 430ML-REF.2851;UN;39241000  
64929;CAD.SAO D.BOMD+ MASC.200 X 275MM-20MT-320FLS;UN;48202000  
52480;LAMPADA FLC 1311 LUMENS LED 12W-EQ.90W-BIVOLT;UN;85395000  
65390;FRALDA NANNY BABY XG 70UN;UN;96190000  
53054;ESPELHO BUDEPLAST REF.N.16.;UN;70099200  
64930;CAD.SAO D.BOMD+ MASC.200 X 275MM-1MT-80FLS;UN;48202000  
54142;GRAXA SAP.TOM BOM FLEX 40ML;UN;34051000  
65392;TOALHAS UMED.MARIGOLD BABY PREMIUM 120UN;UN;34011190  
53123;SAB.LUX GLIC.BOTANICALS FLOR DE VERBENA 85GR;UN;34011190  
64944;LAVA ROUPAS BRILHANTE LIMPEZA TOTAL CX.800GR;UN;38089419  
52486;PENEIRA ORIG.LINE ACO INOX COD.SL0290-8CM.;UN;96040000  
65398;LAVA ROUPAS EM PO BRILHANTE LIMPEZA T.SACHE 1,6KG;UN;34025000  
53081;ESPONJA DE BANHO PONJITA LEVE 3 PAGUE 2UN.;UN;96162000  
64948;FRASCO MAIONESE BISNAGA BRANCA PAULI 200ML;UN;39241000  
54149;ARROZ KOMETUDO 1KG;UN;10063021  
65406;KIT FRIGIDEIRA PANELUX MAGNIFIC;UN;76151000  
53140;BALAS GEL.CANUDINHO DOCILE PENCILS 70GR;UN;17049020  
64962;FLANELA LIMPEZA LUXCAR 28CM X 38CM-COD.2403;UN;63071000  
52491;SABONETE PROTEX VITAMINA E 85GR;UN;34011190  
65415;IOGURTE DANONE NATURAL 160GR;UN;04032000  
53084;KETCHUP CEPERA TRADICIONAL 400GR;UN;21032010  
64977;IOG.NESTLE NINHO MACA BANANA 850GR;UN;04032000  
54151;ICE TEA LEAO FUZE PESSEGO PET 300ML;UN;22021000  
65416;CENOURA QUERO LATA 280GR;UN;20059900  
53154;SABONETE PROTEX ALOE 85GR;UN;34011190  
64983;CORANTE TUPY PRETO 45GR;UN;32041400  
52505;SHAMPOO CLEAR DETOX ANTIPOLUICAO 200ML;UN;33051000  
65420;PIZZA AURORA DE MUSSARELA C/AZEITONA CX.440GR;UN;19059090  
53091;CHINELO GRENDENE GUGA OPEN KUERTEN UN.;UN;64022000  
64984;MASSA LASANHA MASSALEVE 500GR;UN;19021100  
54155;CONJ. COPOS GINGA NADIR C/6UN.;UN;70133700  
65423;CHOCOLATE LACTA LAKA 165GR;UN;17049010  
53158;SHAMPOO PANTENE CACHOS HID.175ML;UN;33051000  
64986;MARMITA TERM. TERMITA NR16;UN;39231090  
52544;SARDINHA GOMES D.COSTA LIGHT C/ERVAS LT.125G/84GR.;UN;16041310  
65426;IOG.VIGOR GREGO FRUTAS VERMELHAS 90GR;UN;04032000  
53094;PINCEL MARCA TEXTO CIS LUMINI UN.;UN;96082000  
64991;CHINELO HAVAIANAS SLIM ROMANCE CRYSTAL ROSE 39/40;UN;64022000  
54165;CADERNO JANDAIA BRASILIDADE 140 X 200MM-96FLS;UN;48202000  
65427;IOG.VIGOR GREGO MORANGO ZERO 90GR;UN;04032000  
53161;RACAO QUALIDY P/CAES FILHOTES SAB.CARNE 1KG;UN;23099010  
64996;CHOCOLATE ARCOR BRANCO ROCKLETS 80GR;UN;18069000  
52686;COLA MADEIRA CASCOREZ 100GR;UN;35061090  
65429;BISCOITO VITARELLA AGUA & SAL TRAD.350GR;UN;19053100  
53100;SAB.ALBANY SUAVIZANTE ALGODAO 85GR;UN;34011190  
64999;BISC.TODDY RECH.CHOCOLATE E BAUNILHA 100GR;UN;19053100  
54205;CROUTONS BIRO-BIRO SALSA E CEBOLA 190GR;UN;19054000  
65431;VINHO CHALISE TINTO DE MESA SUAVE BORDO VD.1LT;UN;22042100  
53163;COCO RALADO DUCOCO UMIDO ADOCADO 100GR;UN;08011100  
65005;MAIONESE VIGOR PET 250GR;UN;21039011  
52693;BISCOITO DE POLVILHO PANE GILL 100GR;UN;19053100  
65436;PIRULITO DIPILOKO! + NEON UNICORNIO 10GR;UN;17049090  
53102;ENERG.TNT ENERGY DRINK LATA 473ML;UN;22029900  
65006;CERVEJA CABARE PURO MALTE LATA 350ML;UN;22030000  
54218;GARRAFA SLEEVE DOGS REF.470635/250ML;UN;39249000  
65438;CAD.JANDAIA UMA STELLA 140 X 200MM 80FLS;UN;48202000  
53165;PAO SIRIO PITA BREAD MEDIO TRADICIONAL 320GR;UN;19059090  
65013;ODORIZANTE AUTO COALA SPRAY CARRO NOVO 60ML;UN;33074900  
52699;SUCO EM PO CAMP PESSEGO 15GR;UN;21069010  
65448;CORDA PARA VARAL WESTERN NYLON 15MT;UN;56075090  
53109;PENEIRA REDONDA MEDIA 20CM;UN;96040000  
65017;BEB.XAROPE GROSELHA MILANI 900ML;UN;21069010  
54245;LIMP.MR.MUSCULO COZINHA 20% DESC.500ML;UN;34025000  
65451;DETERG.SANIT.HARPIC PEDRA FLORES DO CAMPO UN.;UN;34025000  
53166;CHOC.HERSHEYS OVOMALTINE BARRA 87GR;UN;18063220  
65021;AZEITE DE OLIVA ESSENCIA PORTUGUESA EX.V.VD.500ML;UN;15093000  
52706;CEBOLINHA DIZA CRISTAL VD.200GR;UN;20059900  
65453;SOBREMESA CHANDELLE CHOC.CHANTILLY 200GR;UN;04039000  
53135;RACAO QUALIDY P/ CAES AD.PEQ.PT.C.E CER.1KG;UN;23099010  
65028;BEB.VINHO COUNTRY WINE BORDO SUAVE VD.750ML;UN;22042100  
54257;LEITE EM PO INT.ITALAC SACHE 400GR;UN;04022110  
65454;PURF.AIR WICK TALCO REFIL 12ML/6.8GR;UN;33074900  
53182;SACA ROLHA VIRGILI METAL REF.708745;UN;82055100  
65035;DES.AERO ABOVE MEN SPORT ENERGY 150ML;UN;33072010  
52707;BISCOITO DE POLVILHO PANE GILL 150GR;UN;19053100  
65462;ROCAMBOLE ROLL BAUDUCCO SAB.CHOC.34GR;UN;19059090  
53142;BEB.COQUETEL COROTE BLUEBERRY 500ML;UN;22060090  
65051;BOLO NEWBREAD MESCLADO 200GR;UN;19059090  
54281;SOBREMESA BATAVO FLAN FRUTAS VERMELHAS 200GR;UN;04032000  
65464;BEB.VINHO VERDE GAIAO DOC VD.750ML;UN;22042100  
53187;PASTILHAS TIC TAC FRUTAS SILVESTRES 16GR;UN;17049020  
65055;CAR.CELULAR X-CELL ULTRA RAPIDO LIGHT 8P 2.8A UN;UN;85044010  
52710;LASANHA AURORA PRESUNTO E Q.AO SUGO 600GR;UN;19022000  
65471;CALDO SAZON CARNE 32.5GR;UN;21041011  
53148;BALA CHICLE POOSH TUTTI FRUTTI 150GR;UN;17049020  
65058;CHOC.TALENTO RECHEADO MARACUJA 85GR;UN;18063110  
54301;VINHO CONCHA Y TORO CARMENERE CHILE 750ML;UN;22042100  
65485;CERVEJA TIGER PURE MALT CRYSTAL LATA 350ML;UN;22030000  
53195;SUCO EM PO FRISCO LIMAO 25GR;UN;21069010  
65060;NESCAFE DOLCE GUSTO UN;UN;09012100  
52720;FRALDA PAMPERS COMFORT SEC XG/18UN.;UN;96190000  
65487;LAVA ROUPAS AMACITEL TOQUE DE POESIA SACHE 2KG;UN;34025000  
53168;FEIJAO KOMETUDO TIPO 1-1KG;UN;07133399  
65080;GEL COLA EASY LOOKS AMARELO 250GR;UN;33059000  
54303;CAIXA TERMICA ISOPOR KNAUF 3LT.;UN;39231090  
65494;MAIONESE FUGINI ORIGINAL SACHE 180GR;UN;21039011  
53202;RACAO PARA CAES DOMUS SAB.CARNE 1KG;UN;23099010  
65084;CR.D.CLOSEUP PROT.BIOATIVA MENTA REFR.150GR;UN;33061000  
52770;BOLINHA DE BATATA TREVISAN COM QUEIJO 400GR;UN;19022000  
65496;BALA CHITA SORTIDA 500GR;UN;17049020  
53174;SABONETE PROTEX BALANCE SAUDAVEL 85GR;UN;34011190  
65085;DES.AERO REXONA NOW UNITED 89GR/150ML;UN;33072010  
54314;SACO PARA LIXO OTHYMO -10UN-30LT.;UN;39232910  
65507;AGUA PRATA SEM GAS  PET 370ML;UN;22011000  
53215;COND.DOVE HIDRATACAO INTENSA  200ML;UN;33059000  
65089;ERVILHA EM CONSERVA SOFRUTA SACHE 170GR;UN;20054000  
52774;LIMP.UAU MULTIUSO LAVANDA 500ML;UN;34025000  
65516;LAVA ROUPAS EM PO MINUANO ACAO PROF.SACHE 900GR;UN;34025000  
53185;SUCO EM PO TANG UVA VERDINHA 25GR;UN;21069010  
65090;ICE TEA LEAO FUZE LIMAO PET 1,5LT;UN;22021000  
54316;FILE DE TILAPIA  IQF PCT.400GR;UN;03046100  
65524;IOGURTE NESTLE POLPA MORANGO 510GR;UN;04032000  
53224;AVENTAL CIA DO LAR BAGUM 0,70 X 0,58CM-UN.;UN;63029300  
65094;MASSA PRONTA P/TAPIOCA KININO 800GR;UN;19030000  
52781;ABS.SEMPRE LIVRE ADAPT PLUS SUAVE C/ABAS 16UN.;UN;96190000  
65526;SABONETE MARAN ROSAS SUAVE 90GR;UN;34011190  
53200;SABONETE PROTEX AVEIA 85GR;UN;34011190  
65100;LEITE LONGA VIDA PIRACANJUBA INTEGRAL 1LT.;UN;04012010  
54318;SACO PARA LIXO OTHYMO -5UN-100LT.;UN;39232910  
65530;CIGARRO KENT BLUE BLEND KRE BRA 20UN;UN;24022000  
53229;KIMELEKA SLIME ART KIDS ACRILEX GLITTER 180GR;UN;95030080  
65106;CALDO BACON SAZON 32.5GR;UN;21041011  
52794;BISC.WAFER PANCO MORANGO 140GR;UN;19053200  
65537;OVO CAIPIRA FONTE PLATINA 6UN;UN;04071100  
53210;ALCOOL LUAR 46 INPM 500ML;UN;22072019  
65109;BISC.WAFER MONTEVERGINE TUB-IN CHOC.48GR;UN;19053200  
54321;QUEIJO PETIT SUISSE BATAVINHO MORANGO BDJ.360GR;UN;04032000  
65558;FRALDA ISABABY SUPER SEQ.JUMBO G-28UN.;UN;96190000  
53231;COLORACAO CREME NIELY COR&TON PRETO AZ.1.0.;UN;33059000  
65115;CIGARRO EGIPT BLUE PR.MACO 20UN;UN;24022000  
52802;LAVA ROUPAS ASSIM TRIPLACAO CX.500GR;UN;34025000  
65573;BATATA SADIA PALITO CONG.400GR;UN;20041000  
53228;PAPRICA PICANTE KININO 20GR;UN;09041200  
65116;COND.BARUEL BABY SONO TRANQUILO 210ML;UN;33059000  
54388;AMACIANTE AMACITEL LUXO TQ.DE POESIA 2LT.;UN;38099190  
65574;ADITIVO PARA RADIADOR STARLUX 1LT;UN;34029019  
53232;ESCOVA CABELO MARYLU MARIANA REF.4214/S;UN;96032900  
65117;CREME YAMASTEROL MULTI ARGAN 200GR;UN;33059000  
52815;PO DE CAFE MELITTA TRADICIONAL POUCH 500GR;UN;09012100  
65578;CHINELO CARTAGO ALABAMA MARRON;UN;64022000  
53230;TORRADA VISCONTI TRADICIONAL 120GR;UN;19054000  
65118;SORVETE PICOLE MILK MONI ABACAXI 62GR;UN;21050010  
54389;ESCOVA CABELO CONDOR KATIA REF.6850-UN;UN;96032900  
65580;KIT SKALA BOMBA VITAMINAS SH.325ML + COND.325ML;UN;33051000  
53233;DES.AERO REXONA FEM.ST.BAMBOO & ALOE 90GR/150ML;UN;33072010  
65121;AZEITE DE OLIVA LISBOA BLEND EXTR.VIRG.VD.500ML;UN;15179010  
53057;CR.D.COLGATE LUMINOUS WHITE BRILLIANT 70GR;UN;33061000  
65587;BISC.COOKIES TODDY CHOCOLATE 133GR;UN;19053100  
53377;AVEIA EM FLOCOS FINOS NATURAL LIFE 500GR;UN;11041200  
65122;MAC.LAMEN ADRIA GALINHA 74,3GR;UN;19023000  
54393;POTE QUAD.SANTANA GRADUADO REF.109 900ML;UN;39241000  
65594;REFRIG.DE COLA SAB.MELANCIA E MOR.S/A LATA 350ML;UN;22021000  
53245;FIO DENTAL EXTRA FINO JOHNSONS 50MT;UN;33062000  
65129;ESPONJA YPE NAO RISCA UN;UN;68053090  
53066;OLEO DE COCO K-LIFE KININO EXTRA VIR.VD.;UN;15131100  
65609;MAIONESE MR.ROBERT SAB.ERVAS FINAS 300GR;UN;21039011  
53389;SABONETE PROTEX COMPLETE 12 85GR;UN;34011190  
65146;BEB.VINHO PANUL CABERNET SAUVIGNON VD.750ML;UN;22042100  
54398;BEBIDA LACTEA BATAVO MACA,BANANA E CEREAL 900GR;UN;04039000  
65622;BOLACHA TESOURO DE MINAS ROSQ.DE CANELA 300GR;UN;19059090  
53385;TOALHA ROSTO ANGERTEX 50 X 70CM;UN;63071000  
65151;VODKA LEONOFF TRIDESTILADA VD.965ML;UN;22086000  
53098;TOALHA UMED.HUGGIES BABY WIPES REFIL 48UN.;UN;34011900  
65635;LAMPADA LED KIAN 6W/ 100-240V COD.10056;UN;85395200  
53392;MAIONESE HEMMER TRADICIONAL 290GR;UN;21039011  
65166;KIT SKALA 12 EM 1 SH.325ML + COND.325ML;UN;33059000  
54410;IOGURTE BATAVO GREGO TRADICIONAL 100GR;UN;04032000  
65636;PASTA FRAMA VERMELHA OFICIO 340X230MM.;UN;48209000  
53386;BISC.RECH.MINI OREO 35GR;UN;19053100  
65167;KIT SKALA OLEO DE COCO SH.325ML + COND.325ML;UN;33051000  
53116;CR.DENTAL CLOSE-UP PR.BIO.ANTI CARIES 70GR;UN;33061000  
65639;FITA STARLUX ADESIVA DEMARCACAO 48MM X 14M UN.;UN;39191010  
53396;ESPONJA BANHO ISA BRASIL COD.131-4;UN;96162000  
65170;LAVA ROUPAS EM PO TIXAN CONC.PRIMAVERA CX.1,6KG;UN;34025000  
54414;VELA ANIVERSARIO SANTA MARTA ESTRELINHA 4UN.;UN;34060000  
65641;ENERG.RED BULL SAB.MELANCIA LATA 250ML;UN;22029900  
53391;FRALDA T.MONICA TR.PROT.SEC M/24UN.;UN;96190000  
65177;CERVEJA A OUTRA 350ML;UN;22030000  
53117;DES.NIVEA ROOL-ON PROTECT & CARE 50ML;UN;33072010  
65642;SAB.LA FLORE DAVENE VANILA 150GR;UN;34011190  
53408;IOG.CORPUS DANONE S/LACTOSE MORANGO 170GR;UN;04032000  
